Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV2574 ,1 ,0.42  ,3.09    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.74    ,1.57   ,21240.67   ,1 ,
P1RLV2575 ,1 ,0.42  ,4.86    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.16   ,2.47   ,33379.15   ,1 ,
P1RLV2576 ,1 ,0.42  ,3.02    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.56    ,1.53   ,20746.87   ,1 ,
P1RLV2577 ,1 ,0.42  ,3.28    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.19    ,1.66   ,22490.38   ,1 ,
P1RLV2578 ,1 ,0.42  ,3.05    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.63    ,1.55   ,20952.08   ,1 ,
P1RLV2579 ,1 ,0.42  ,3.42    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.54    ,1.73   ,23443.47   ,1 ,
P1RLV2580 ,1 ,0.42  ,2.83    ,0.57   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.07    ,1.43   ,19399.26   ,1 ,
P1RLV2581 ,1 ,0.42  ,3.13    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.82    ,1.59   ,21478.21   ,1 ,
P1RLV2582 ,1 ,0.42  ,2.07    ,0.42   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.18    ,1.05   ,15027.95   ,1 ,
P1RLV2583 ,1 ,0.42  ,7.84    ,1.59   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,19.60   ,3.98   ,53795.54   ,1 ,
P1RLV2584 ,1 ,0.42  ,3.71    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.29    ,1.89   ,25494.76   ,1 ,
P1RLV2585 ,1 ,0.42  ,6.69    ,1.36   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.72   ,3.39   ,45899.15   ,1 ,
P1RLV2586 ,1 ,0.42  ,4.82    ,0.98   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.04   ,2.45   ,33064.53   ,1 ,
P1RLV2587 ,1 ,0.42  ,3.56    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.89    ,1.81   ,24415.01   ,1 ,
P1RLV2588 ,1 ,0.42  ,4.87    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.18   ,2.47   ,33434.16   ,1 ,
P1RLV2589 ,1 ,0.42  ,4.20    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.50   ,2.13   ,28829.92   ,1 ,
P1RLV2590 ,1 ,0.42  ,3.08    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.71    ,1.57   ,21172.52   ,1 ,
P1RLV2591 ,1 ,0.42  ,3.78    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.44    ,1.92   ,25926.36   ,1 ,
P1RLV2592 ,1 ,0.42  ,4.62    ,0.94   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.54   ,2.34   ,31692.95   ,1 ,
P1RLV2593 ,1 ,0.42  ,3.09    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.72    ,1.57   ,21203.66   ,1 ,
P1RLV2594 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,5868.14    ,1 ,
P1RLV2595 ,1 ,0.42  ,2.98    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.45    ,1.51   ,20465.23   ,1 ,
P1RLV2596 ,1 ,0.42  ,5.17    ,1.05   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.92   ,2.62   ,35476.20   ,1 ,
P1RLV2597 ,1 ,0.42  ,6.83    ,1.39   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,17.09   ,3.47   ,46906.80   ,1 ,
P1RLV2598 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.47   ,2.13   ,28748.36   ,1 ,
P1RLV2599 ,1 ,0.42  ,19.10   ,3.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,47.74   ,9.69   ,141630.50  ,1 ,
P1RLV2600 ,3 ,0.42  ,46.44   ,9.43   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,116.11  ,23.58  ,344415.80  ,1 ,
P1RLV2601 ,1 ,0.42  ,13.67   ,2.78   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,34.19   ,6.94   ,101409.00  ,1 ,
P1RLV2602 ,1 ,0.42  ,2.19    ,0.45   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.48    ,1.11   ,15703.82   ,1 ,
P1RLV2603 ,3 ,0.42  ,49.68   ,10.09  ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,124.19  ,25.22  ,368407.40  ,1 ,
P1RLV2604 ,1 ,0.42  ,4.89    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.23   ,2.48   ,33565.77   ,1 ,
P1RLV2605 ,1 ,0.42  ,3.80    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.49    ,1.93   ,26056.75   ,1 ,
P1RLV2606 ,1 ,0.42  ,4.87    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.17   ,2.47   ,33400.77   ,1 ,
P1RLV2607 ,1 ,0.42  ,5.74    ,1.17   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.34   ,2.91   ,39377.66   ,1 ,
P1RLV2608 ,1 ,0.42  ,9.17    ,1.86   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,22.93   ,4.66   ,68014.00   ,1 ,
P1RLV2609 ,1 ,0.42  ,7.29    ,1.48   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,18.22   ,3.70   ,50011.82   ,1 ,
P1RLV2610 ,1 ,0.42  ,4.32    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.80   ,2.19   ,29662.02   ,1 ,
P1RLV2611 ,1 ,0.42  ,5.69    ,1.16   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.23   ,2.89   ,39052.66   ,1 ,
P1RLV2612 ,1 ,0.42  ,4.80    ,0.97   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.99   ,2.43   ,32911.97   ,1 ,
P1RLV2613 ,1 ,0.42  ,4.70    ,0.95   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.76   ,2.39   ,32272.68   ,1 ,
P1RLV2614 ,1 ,0.42  ,5.74    ,1.17   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.35   ,2.91   ,39391.24   ,1 ,
P1RLV2615 ,1 ,0.42  ,6.69    ,1.36   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.71   ,3.39   ,45885.54   ,1 ,
P1RLV2616 ,1 ,0.42  ,6.31    ,1.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.78   ,3.20   ,43309.77   ,1 ,
P1RLV2617 ,1 ,0.42  ,3.36    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.40    ,1.71   ,23059.96   ,1 ,
P1RLV2618 ,1 ,0.42  ,1.63    ,0.33   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.08    ,0.83   ,12526.93   ,1 ,
P1RLV2619 ,3 ,0.42  ,54.18   ,17.81  ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,135.45  ,44.52  ,371087.00  ,1 ,
P1RLV2620 ,1 ,0.42  ,5.45    ,1.11   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,13.61   ,2.76   ,37373.59   ,1 ,
P1RLV2621 ,1 ,0.42  ,3.84    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.60    ,1.95   ,26359.91   ,1 ,
P1RLV2622 ,1 ,0.42  ,3.85    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.63    ,1.96   ,26440.19   ,1 ,
P1RLV2623 ,1 ,0.42  ,5.41    ,1.10   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,13.51   ,2.74   ,37099.69   ,1 ,
P1RLV2624 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,8408.83    ,1 ,
P1RLV2625 ,1 ,0.42  ,5.97    ,1.21   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.92   ,3.03   ,40953.55   ,1 ,
P1RLV2626 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,8668.99    ,1 ,
P1RLV2627 ,1 ,0.42  ,4.51    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.29   ,2.29   ,30982.93   ,1 ,
P1RLV2628 ,1 ,0.42  ,4.03    ,0.82   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.07   ,2.05   ,27651.44   ,1 ,
P1RLV2629 ,1 ,0.42  ,4.26    ,0.87   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.66   ,2.16   ,29253.96   ,1 ,
P1RLV2630 ,1 ,0.42  ,3.29    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.23    ,1.67   ,22604.73   ,1 ,
P1RLV2631 ,1 ,0.42  ,3.00    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.51    ,1.52   ,20608.30   ,1 ,
P1RLV2632 ,1 ,0.42  ,3.73    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.33    ,1.90   ,25626.00   ,1 ,
P1RLV2633 ,1 ,0.42  ,6.07    ,1.23   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.18   ,3.08   ,41666.30   ,1 ,
P1RLV2634 ,1 ,0.42  ,3.94    ,0.80   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.85    ,2.00   ,27046.66   ,1 ,
P1RLV2635 ,1 ,0.42  ,4.36    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.91   ,2.21   ,29944.37   ,1 ,
P1RLV2636 ,1 ,0.42  ,3.50    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.76    ,1.78   ,24049.07   ,1 ,
P1RLV2637 ,1 ,0.42  ,8.29    ,1.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,20.72   ,4.21   ,56882.29   ,1 ,
P1RLV2638 ,1 ,0.42  ,4.80    ,0.97   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.99   ,2.43   ,32909.19   ,1 ,
P1RLV2639 ,1 ,0.42  ,3.24    ,0.66   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.09    ,1.64   ,22208.18   ,1 ,
P1RLV2640 ,1 ,0.42  ,4.32    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.79   ,2.19   ,29629.42   ,1 ,
P1RLV2641 ,1 ,0.42  ,3.85    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.64    ,1.96   ,26454.02   ,1 ,
P1RLV2642 ,1 ,0.42  ,6.05    ,1.23   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.12   ,3.07   ,41501.95   ,1 ,
P1RLV2643 ,1 ,0.42  ,3.00    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.50    ,1.52   ,20600.19   ,1 ,
P1RLV2644 ,1 ,0.42  ,1.92    ,0.39   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.79    ,0.97   ,14143.28   ,1 ,
P1RLV2645 ,1 ,0.42  ,2.76    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.89    ,1.40   ,18926.55   ,1 ,
P1RLV2646 ,1 ,0.42  ,3.33    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.33    ,1.69   ,22876.13   ,1 ,
P1RLV2647 ,1 ,0.42  ,5.69    ,1.15   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.22   ,2.89   ,39038.08   ,1 ,
P1RLV2648 ,1 ,0.42  ,2.99    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.47    ,1.52   ,20516.53   ,1 ,
P1RLV2649 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.48   ,2.13   ,28779.44   ,1 ,
P1RLV2650 ,1 ,0.42  ,4.18    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.45   ,2.12   ,28694.72   ,1 ,
P1RLV2651 ,1 ,0.42  ,3.40    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.50    ,1.73   ,23322.13   ,1 ,
P1RLV2652 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,10056.05   ,1 ,
P1RLV2653 ,1 ,0.42  ,4.81    ,0.98   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.02   ,2.44   ,33007.65   ,1 ,
P1RLV2654 ,1 ,0.42  ,3.06    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.65    ,1.55   ,21011.93   ,1 ,
P1RLV2655 ,1 ,0.42  ,3.37    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.42    ,1.71   ,23117.44   ,1 ,
P1RLV2656 ,1 ,0.42  ,3.30    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.26    ,1.68   ,22670.60   ,1 ,
P1RLV2657 ,1 ,0.42  ,4.37    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.91   ,2.22   ,29959.43   ,1 ,
P1RLV2658 ,1 ,0.42  ,1.66    ,0.34   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.14    ,0.84   ,12681.31   ,1 ,
P1RLV2659 ,1 ,0.42  ,3.88    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.70    ,1.97   ,26641.55   ,1 ,
P1RLV2660 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,6386.96    ,1 ,
P1RLV2661 ,1 ,0.42  ,9.08    ,1.84   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,22.71   ,4.61   ,62346.02   ,1 ,
P1RLV2662 ,1 ,0.42  ,4.07    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.18   ,2.07   ,27959.56   ,1 ,
P1RLV2663 ,1 ,0.42  ,3.32    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.31    ,1.69   ,22814.50   ,1 ,
P1RLV2664 ,1 ,0.42  ,2.34    ,0.48   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.85    ,1.19   ,16549.18   ,1 ,
P1RLV2665 ,1 ,0.42  ,4.53    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.33   ,2.30   ,31116.53   ,1 ,
P1RLV2666 ,1 ,0.42  ,6.37    ,1.29   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.93   ,3.23   ,43725.80   ,1 ,
P1RLV2667 ,1 ,0.42  ,3.13    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.82    ,1.59   ,21460.54   ,1 ,
P1RLV2668 ,1 ,0.42  ,4.95    ,1.01   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.38   ,2.51   ,33973.48   ,1 ,
P1RLV2669 ,1 ,0.42  ,3.04    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.59    ,1.54   ,20847.84   ,1 ,
P1RLV2670 ,1 ,0.42  ,7.61    ,1.54   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,19.02   ,3.86   ,52217.22   ,1 ,
P1RLV2671 ,1 ,0.42  ,4.56    ,0.93   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.41   ,2.32   ,31316.48   ,1 ,
P1RLV2672 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.47   ,2.13   ,28738.83   ,1 ,
P1RLV2673 ,1 ,0.42  ,6.85    ,1.39   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,17.13   ,3.48   ,47021.15   ,1 ,
P1RLV2674 ,1 ,0.42  ,2.98    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.46    ,1.51   ,20480.72   ,1 ,
P1RLV2675 ,1 ,0.42  ,6.70    ,1.36   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.75   ,3.40   ,45971.23   ,1 ,
P1RLV2676 ,1 ,0.42  ,4.44    ,0.90   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.09   ,2.25   ,30449.66   ,1 ,
P1RLV2677 ,1 ,0.42  ,4.98    ,1.01   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.46   ,2.53   ,34202.34   ,1 ,
P1RLV2678 ,1 ,0.42  ,3.97    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.91    ,2.01   ,27216.95   ,1 ,
P1RLV2679 ,1 ,0.42  ,5.49    ,1.11   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,13.71   ,2.78   ,37650.15   ,1 ,
P1RLV2680 ,1 ,0.42  ,4.54    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,11.35   ,2.31   ,31167.82   ,1 ,
P1RLV2681 ,1 ,0.42  ,2.34    ,0.48   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.85    ,1.19   ,16540.83   ,1 ,
P1RLV2682 ,1 ,0.42  ,4.13    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.33   ,2.10   ,28365.21   ,1 ,
P1RLV2683 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.53    ,1.53   ,20685.03   ,1 ,
P1RLV2684 ,1 ,0.42  ,6.55    ,1.33   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.37   ,3.32   ,44936.89   ,1 ,
P1RLV2685 ,1 ,0.42  ,2.78    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.95    ,1.41   ,19067.59   ,1 ,
P1RLV2686 ,1 ,0.42  ,3.03    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.58    ,1.54   ,20812.35   ,1 ,
P1RLV2687 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,9834.29    ,1 ,
P1RLV2688 ,1 ,0.42  ,3.52    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.81    ,1.79   ,24187.21   ,1 ,
P1RLV2689 ,1 ,0.42  ,3.91    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.78    ,1.99   ,26842.64   ,1 ,
P1RLV2690 ,1 ,0.42  ,3.97    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.93    ,2.02   ,27269.03   ,1 ,
P1RLV2691 ,1 ,0.42  ,6.36    ,1.29   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,15.91   ,3.23   ,43676.93   ,1 ,
P1RLV2692 ,1 ,0.42  ,3.21    ,0.65   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.03    ,1.63   ,22054.74   ,1 ,
P1RLV2693 ,1 ,0.42  ,3.52    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.81    ,1.79   ,24186.08   ,1 ,
P1RLV2694 ,1 ,0.42  ,5.66    ,1.15   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.15   ,2.87   ,38832.76   ,1 ,
P1RLV2695 ,1 ,0.42  ,3.99    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.97    ,2.02   ,27357.86   ,1 ,
P1RLV2696 ,1 ,0.42  ,4.32    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.80   ,2.19   ,29644.37   ,1 ,
P1RLV2697 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.53    ,1.53   ,20665.92   ,1 ,
P1RLV2698 ,1 ,0.42  ,3.66    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.14    ,1.86   ,25101.68   ,1 ,
P1RLV2699 ,1 ,0.42  ,4.17    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.42   ,2.12   ,28616.75   ,1 ,
P1RLV2700 ,1 ,0.42  ,2.20    ,0.45   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.50    ,1.12   ,15739.81   ,1 ,
P1RLV2701 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,8500.69    ,1 ,
P1RLV2702 ,1 ,0.42  ,1.98    ,0.40   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.94    ,1.00   ,14488.21   ,1 ,
P1RLV2703 ,1 ,0.42  ,3.62    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.06    ,1.84   ,24867.75   ,1 ,
P1RLV2704 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,7559.24    ,1 ,
P1RLV2705 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.48   ,2.13   ,28774.90   ,1 ,
P1RLV2706 ,1 ,0.42  ,1.79    ,0.36   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.48    ,0.91   ,13450.89   ,1 ,
P1RLV2707 ,1 ,0.42  ,2.93    ,0.60   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.33    ,1.49   ,20121.61   ,1 ,
P1RLV2708 ,1 ,0.42  ,3.46    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.64    ,1.75   ,23721.27   ,1 ,
P1RLV2709 ,1 ,0.42  ,2.00    ,0.41   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,5.01    ,1.02   ,14642.58   ,1 ,
P1RLV2710 ,1 ,0.42  ,2.99    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.47    ,1.52   ,20510.71   ,1 ,
P1RLV2711 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,7210.50    ,1 ,
P1RLV2712 ,1 ,0.42  ,9.29    ,1.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,23.22   ,4.71   ,63744.05   ,1 ,
P1RLV2713 ,1 ,0.42  ,4.13    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.32   ,2.10   ,28339.20   ,1 ,
P1RLV2714 ,1 ,0.42  ,3.31    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.27    ,1.68   ,22693.88   ,1 ,
P1RLV2715 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,7839.16    ,1 ,
P1RLV2716 ,1 ,0.42  ,3.34    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.35    ,1.70   ,22934.95   ,1 ,
P1RLV2717 ,1 ,0.42  ,3.54    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.85    ,1.80   ,24298.89   ,1 ,
P1RLV2718 ,1 ,0.42  ,6.86    ,1.39   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,17.14   ,3.48   ,47062.85   ,1 ,
P1RLV2719 ,1 ,0.42  ,3.01    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.53    ,1.53   ,20668.80   ,1 ,
P1RLV2720 ,1 ,0.42  ,4.14    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.36   ,2.10   ,28433.49   ,1 ,
P1RLV2721 ,1 ,0.42  ,4.37    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.93   ,2.22   ,30011.51   ,1 ,
P1RLV2722 ,1 ,0.42  ,2.74    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,6.85    ,1.39   ,18818.46   ,1 ,
P1RLV2723 ,1 ,0.42  ,3.72    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.30    ,1.89   ,25537.70   ,1 ,
P1RLV2724 ,1 ,0.42  ,5.09    ,1.03   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,12.73   ,2.58   ,34944.63   ,1 ,
P1RLV2725 ,1 ,0.42  ,1.78    ,0.36   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,4.45    ,0.90   ,13383.42   ,1 ,
P1RLV2726 ,1 ,0.42  ,4.11    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,10.26   ,2.08   ,28177.96   ,1 ,
P1RLV2727 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,7787.75    ,1 ,
P1RLV2728 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,4671.28    ,1 ,
P1RLV2729 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.45    ,0.70   ,10781.78   ,1 ,
P1RLV2730 ,1 ,0.42  ,3.64    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.09    ,1.85   ,24959.43   ,1 ,
P1RLV2731 ,1 ,0.42  ,6.74    ,1.37   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,16.85   ,3.42   ,46268.60   ,1 ,
P1RLV2732 ,1 ,0.42  ,3.39    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,8.48    ,1.72   ,23268.80   ,1 ,
P1RLV2733 ,1 ,0.42  ,1.54    ,0.31   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,3.85    ,0.78   ,11911.84   ,1 ,
P1RLV2734 ,1 ,0.42  ,5.77    ,1.17   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,14.42   ,2.93   ,39587.38   ,1 ,
P1RLV2735 ,1 ,0.42  ,3.77    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,9.42    ,1.91   ,25868.01   ,1 ,
P1RLV2736 ,1 ,0.42  ,3.13    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,7.82    ,1.59   ,21477.19   ,1 ,
P1RLV2737 ,1 ,0.42  ,7.84    ,1.59   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,19.60   ,3.98   ,53799.69   ,1 ,
P1RLV2738 ,1 ,0.42  ,7.03    ,1.43   ,RHS0_1247 ,RHS0_1247 -> RDT1527 ,17.58   ,3.57   ,48257.49   ,1 ,
